"","Block_Nummer","Block_Einwohnerzahl","Wahlbezirk_Nummer","Wahlbezirk_Bloeckezahl","Wahlbezirk_Einwohnerzahl","Wahlbezirk_Uebervoelkert","Block_Nachbar_1","Block_Nachbar_2","Block_Nachbar_3","Block_Nachbar_4","Block_Nachbar_5","Block_Nachbar_6","Block_Nachbar_7","Block_Nachbar_8","Block_Nachbar_9","Block_Nachbar_10","Block_Nachbar_11","Block_Nachbar_12","Block_Nachbar_13","Block_Nachbar_1_Wahlbezirk","Block_Nachbar_2_Wahlbezirk","Block_Nachbar_3_Wahlbezirk","Block_Nachbar_4_Wahlbezirk","Block_Nachbar_5_Wahlbezirk","Block_Nachbar_6_Wahlbezirk","Block_Nachbar_7_Wahlbezirk","Block_Nachbar_8_Wahlbezirk","Block_Nachbar_9_Wahlbezirk","Block_Nachbar_10_Wahlbezirk","Block_Nachbar_11_Wahlbezirk","Block_Nachbar_12_Wahlbezirk","Block_Nachbar_13_Wahlbezirk","Optimized_Wahlbezirk_1","Optimized_Wahlbezirk_2","Optimized_Wahlbezirk_3","Optimized_Wahlbezirk_4","Optimized_Wahlbezirk_5","Optimized_Wahlbezirk_6"
"804","074062",123,"1418",23,2367,0,"074035","074037","074056","074057","074060","074061","074080","074082","074083","074630",NA,NA,NA,"1418","1418","1418","1418","1418","1418","1418","1418","1418","1418",NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","074065",272,"1414",24,2660,1,"074016","074040","074041","074066",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1414","1414","1414","1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","074066",87,"1414",24,2660,1,"074040","074041","074065","074067","074085","074629",NA,NA,NA,NA,NA,NA,NA,"1414","1414","1414","1414","1414","1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","074067",87,"1414",24,2660,1,"074066","074068","074085","074087","074629",NA,NA,NA,NA,NA,NA,NA,NA,"1414","1414","1414","1388","1414",NA,NA,NA,NA,NA,NA,NA,NA,"1388",NA,NA,NA,NA,NA
"808","074068",130,"1414",24,2660,1,"074042","074043","074067","074069","074087","074088","074629",NA,NA,NA,NA,NA,NA,"1414","1414","1414","1414","1388","1388","1414",NA,NA,NA,NA,NA,NA,"1388",NA,NA,NA,NA,NA
"809","074069",110,"1414",24,2660,1,"074042","074043","074044","074068","074070","074087","074088","074089",NA,NA,NA,NA,NA,"1414","1414","1414","1414","1414","1388","1388","1388",NA,NA,NA,NA,NA,"1388",NA,NA,NA,NA,NA
"810","074070",120,"1414",24,2660,1,"074043","074044","074045","074069","074071","074072","074088","074089","074090",NA,NA,NA,NA,"1414","1414","1405","1414","1388","1388","1388","1388","1388",NA,NA,NA,NA,"1405","1388",NA,NA,NA,NA
"811","074071",70,"1388",20,2438,0,"074044","074045","074046","074070","074072","074073","074074",NA,NA,NA,NA,NA,NA,"1414","1405","1405","1414","1388","1388","1388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","074072",71,"1388",20,2438,0,"074070","074071","074073","074074","074089","074090","074091",NA,NA,NA,NA,NA,NA,"1414","1388","1388","1388","1388","1388","1388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","074073",63,"1388",20,2438,0,"074045","074046","074048","074071","074072","074074",NA,NA,NA,NA,NA,NA,NA,"1405","1405","1405","1388","1388","1388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","074074",113,"1388",20,2438,0,"074046","074048","074050","074071","074072","074073","074075","074090","074091","074092","074093",NA,NA,"1405","1405","1405","1388","1388","1388","1388","1388","1388","1388","1388",NA,NA,NA,NA,NA,NA,NA,NA
"815","074075",124,"1388",20,2438,0,"074048","074050","074051","074074","074076","074092","074093","074094",NA,NA,NA,NA,NA,"1405","1405","1405","1388","1388","1388","1388","1388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","074076",382,"1388",20,2438,0,"074053","074050","074051","074058","074075","074077","074093","074094","074095",NA,NA,NA,NA,"1418","1405","1405","1388","1388","1388","1388","1388","1388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","074077",203,"1388",20,2438,0,"074058","074076","074078","074095","074096","074617",NA,NA,NA,NA,NA,NA,NA,"1388","1388","1388","1388","1409","1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","074078",79,"1388",20,2438,0,"074058","074059","074060","074077","074079","074096","074617","074618",NA,NA,NA,NA,NA,"1388","1388","1418","1388","1388","1409","1409","1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","074079",68,"1388",20,2438,0,"074059","074060","074061","074078","074080","074098","074617","074618",NA,NA,NA,NA,NA,"1388","1418","1418","1388","1418","1409","1409","1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","074080",106,"1418",23,2367,0,"074060","074061","074062","074079","074081","074082","074098","074618",NA,NA,NA,NA,NA,"1418","1418","1418","1388","1418","1418","1409","1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","074081",25,"1418",23,2367,0,"074080","074082","074098","074642",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1418","1418","1409","1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","074082",82,"1418",23,2367,0,"074062","074080","074081","074083","074642",NA,NA,NA,NA,NA,NA,NA,NA,"1418","1418","1418","1418","1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","074083",124,"1418",23,2367,0,"074037","074062","074082","074630","074642",NA,NA,NA,NA,NA,NA,NA,NA,"1418","1418","1418","1418","1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","074085",89,"1414",24,2660,1,"074066","074067","074102","074603","074629",NA,NA,NA,NA,NA,NA,NA,NA,"1414","1414","1414","1414","1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","074087",108,"1388",20,2438,0,"074067","074068","074069","074088","074104","074105","074603","074604","074628","074629",NA,NA,NA,"1414","1414","1414","1388","1413","1413","1414","1413","1414","1414",NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","074088",93,"1388",20,2438,0,"074068","074069","074070","074087","074089","074104","074105","074106",NA,NA,NA,NA,NA,"1414","1414","1414","1388","1388","1413","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","074089",112,"1388",20,2438,0,"074069","074070","074072","074088","074090","074105","074106","074107",NA,NA,NA,NA,NA,"1414","1414","1388","1388","1388","1413","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","074090",131,"1388",20,2438,0,"074070","074072","074074","074089","074091","074106","074107","074602",NA,NA,NA,NA,NA,"1414","1388","1388","1388","1388","1413","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","074091",73,"1388",20,2438,0,"074072","074074","074090","074092","074107","074602",NA,NA,NA,NA,NA,NA,NA,"1388","1388","1388","1388","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","074092",57,"1388",20,2438,0,"074074","074075","074091","074093","074094","074602",NA,NA,NA,NA,NA,NA,NA,"1388","1388","1388","1388","1388","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","074093",67,"1388",20,2438,0,"074074","074075","074076","074092","074094",NA,NA,NA,NA,NA,NA,NA,NA,"1388","1388","1388","1388","1388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","074094",122,"1388",20,2438,0,"074075","074076","074092","074093","074095",NA,NA,NA,NA,NA,NA,NA,NA,"1388","1388","1388","1388","1388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","074095",305,"1388",20,2438,0,"074076","074077","074094","074096","074109","074110","074138","074139","074602","074619",NA,NA,NA,"1388","1388","1388","1409","1409","1409","1400","1400","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","074096",243,"1409",7,2947,1,"074077","074078","074095","074098","074109","074110","074617","074618",NA,NA,NA,NA,NA,"1388","1388","1388","1409","1409","1409","1409","1409",NA,NA,NA,NA,NA,"1388",NA,NA,NA,NA,NA
"835","074098",454,"1409",7,2947,1,"074079","074080","074081","074096","074110","074618","074642",NA,NA,NA,NA,NA,NA,"1388","1418","1418","1409","1409","1409","1409",NA,NA,NA,NA,NA,NA,"1388","1418",NA,NA,NA,NA
"836","074102",33,"1414",24,2660,1,"074085","074160","074161","074603","074629",NA,NA,NA,NA,NA,NA,NA,NA,"1414","1403","1408","1414","1414",NA,NA,NA,NA,NA,NA,NA,NA,"1403","1408",NA,NA,NA,NA
"837","074104",79,"1413",14,2201,0,"074087","074088","074105","074123","074124","074603","074604","074605",NA,NA,NA,NA,NA,"1388","1388","1413","1413","1413","1414","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","074105",107,"1413",14,2201,0,"074087","074088","074089","074104","074106","074123","074124","074125",NA,NA,NA,NA,NA,"1388","1388","1388","1413","1413","1413","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","074106",94,"1413",14,2201,0,"074088","074089","074090","074105","074107","074124","074125",NA,NA,NA,NA,NA,NA,"1388","1388","1388","1413","1413","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","074107",144,"1413",14,2201,0,"074089","074090","074091","074106","074125","074601","074602",NA,NA,NA,NA,NA,NA,"1388","1388","1388","1413","1413","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","074109",182,"1409",7,2947,1,"074095","074096","074110","074111","074115","074138","074139",NA,NA,NA,NA,NA,NA,"1388","1409","1409","1400","1400","1400","1400",NA,NA,NA,NA,NA,NA,"1388","1400",NA,NA,NA,NA
"842","074110",541,"1409",7,2947,1,"074095","074096","074098","074109","074111","074115","074139","074618","074642","074643",NA,NA,NA,"1388","1409","1409","1409","1400","1400","1400","1409","1409","1406",NA,NA,NA,"1388","1400","1406",NA,NA,NA
"843","074111",65,"1400",10,2047,0,"074109","074110","074112","074115","074116","074139","074643",NA,NA,NA,NA,NA,NA,"1409","1409","1406","1400","1406","1400","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","074112",82,"1406",17,2140,0,"074111","074113","074115","074116","074117","074643","074644",NA,NA,NA,NA,NA,NA,"1400","1406","1400","1406","1406","1406","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","074113",87,"1406",17,2140,0,"074112","074116","074117","074118","074643","074644","074645",NA,NA,NA,NA,NA,NA,"1406","1406","1406","1406","1406","1406","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","074115",103,"1400",10,2047,0,"074109","074110","074111","074112","074116","074139","074140","074141",NA,NA,NA,NA,NA,"1409","1409","1400","1406","1406","1400","1400","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","074116",104,"1406",17,2140,0,"074111","074112","074113","074115","074117","074140","074141","074142",NA,NA,NA,NA,NA,"1400","1406","1406","1400","1406","1400","1406","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","074117",98,"1406",17,2140,0,"074112","074113","074116","074118","074141","074142","074143",NA,NA,NA,NA,NA,NA,"1406","1406","1406","1406","1406","1406","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","074118",76,"1406",17,2140,0,"074113","074117","074142","074143",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1406","1406","1406","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","074120",69,"1391",13,2375,0,"072624","073628","073629","074121","074126","074127","074128",NA,NA,NA,NA,NA,NA,"1401","1401","1391","1391","1391","1391","1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","074121",85,"1391",13,2375,0,"072624","074120","074127","074128","074129",NA,NA,NA,NA,NA,NA,NA,NA,"1401","1391","1391","1391","1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","074123",108,"1413",14,2201,0,"074104","074105","074124","074134","074604","074605",NA,NA,NA,NA,NA,NA,NA,"1413","1413","1413","1413","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","074124",70,"1413",14,2201,0,"074104","074105","074106","074123","074125","074134","074135",NA,NA,NA,NA,NA,NA,"1413","1413","1413","1413","1413","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","074125",76,"1413",14,2201,0,"074105","074106","074107","074124","074134","074135",NA,NA,NA,NA,NA,NA,NA,"1413","1413","1413","1413","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","074126",447,"1391",13,2375,0,"073628","073629","074120","074127","074152","074153","074154",NA,NA,NA,NA,NA,NA,"1401","1391","1391","1391","1391","1391","1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","074127",384,"1391",13,2375,0,"074120","074121","074126","074128","074153","074154","074155",NA,NA,NA,NA,NA,NA,"1391","1391","1391","1391","1391","1391","1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","074128",199,"1391",13,2375,0,"074120","074121","074127","074129","074155","074156",NA,NA,NA,NA,NA,NA,NA,"1391","1391","1391","1391","1391","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","074129",357,"1391",13,2375,0,"072624","074121","074128","074155","074156","074157","074160","074161",NA,NA,NA,NA,NA,"1401","1391","1391","1391","1403","1403","1403","1408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","074130",154,"1394",4,1781,0,"074131","074132","074161","074603","074604","074605",NA,NA,NA,NA,NA,NA,NA,"1394","1394","1408","1414","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","074131",173,"1394",4,1781,0,"074130","074132","074161","074162",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1394","1394","1408","1408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","074132",260,"1394",4,1781,0,"074130","074131","074134","074162","074605","074608",NA,NA,NA,NA,NA,NA,NA,"1394","1394","1413","1408","1413","1394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","074134",43,"1413",14,2201,0,"074123","074124","074125","074132","074135","074608",NA,NA,NA,NA,NA,NA,NA,"1413","1413","1413","1394","1413","1394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","074135",115,"1413",14,2201,0,"074124","074125","074134","074608",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1413","1413","1413","1394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","074138",523,"1400",10,2047,0,"074095","074109","074139","074144","074602","074619","074626",NA,NA,NA,NA,NA,NA,"1388","1409","1400","1400","1413","1413","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","074139",149,"1400",10,2047,0,"074095","074109","074110","074111","074115","074138","074140","074144","074145",NA,NA,NA,NA,"1388","1409","1409","1400","1400","1400","1400","1400","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","074140",119,"1400",10,2047,0,"074115","074116","074139","074141","074144","074145","074146",NA,NA,NA,NA,NA,NA,"1400","1406","1400","1406","1400","1406","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","074141",82,"1406",17,2140,0,"074115","074116","074117","074140","074142","074145","074146","074147",NA,NA,NA,NA,NA,"1400","1406","1406","1400","1406","1406","1406","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","074142",89,"1406",17,2140,0,"074116","074117","074118","074141","074143","074146","074147","074148","074149",NA,NA,NA,NA,"1406","1406","1406","1406","1406","1406","1406","1406","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","074143",70,"1406",17,2140,0,"074117","074118","074142","074148","074149","074150",NA,NA,NA,NA,NA,NA,NA,"1406","1406","1406","1406","1406","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","074144",245,"1400",10,2047,0,"074138","074139","074140","074145","074169","074626",NA,NA,NA,NA,NA,NA,NA,"1400","1400","1400","1406","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","074145",616,"1406",17,2140,0,"074139","074140","074141","074144","074146","074147","074169","074626","074633",NA,NA,NA,NA,"1400","1400","1406","1400","1406","1406","1400","1400","1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","074146",68,"1406",17,2140,0,"074140","074141","074142","074145","074147",NA,NA,NA,NA,NA,NA,NA,NA,"1400","1406","1406","1406","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","074147",91,"1406",17,2140,0,"074141","074142","074145","074146","074148","074633",NA,NA,NA,NA,NA,NA,NA,"1406","1406","1406","1406","1406","1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","074148",151,"1406",17,2140,0,"074142","074143","074147","074149","074633","074635",NA,NA,NA,NA,NA,NA,NA,"1406","1406","1406","1406","1417","1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","074149",104,"1406",17,2140,0,"074142","074143","074148","074150","074635",NA,NA,NA,NA,NA,NA,NA,NA,"1406","1406","1406","1406","1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","074150",149,"1406",17,2140,0,"074143","074149","074635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1406","1406","1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","074152",69,"1391",13,2375,0,"073629","074126","074153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1391","1391","1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","074153",176,"1391",13,2375,0,"073629","074126","074127","074152","074154","074174",NA,NA,NA,NA,NA,NA,NA,"1391","1391","1391","1391","1391","1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","074154",113,"1391",13,2375,0,"074126","074127","074153","074155","074174","074175","074176",NA,NA,NA,NA,NA,NA,"1391","1391","1391","1391","1391","1391","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","074155",178,"1391",13,2375,0,"074127","074128","074129","074154","074156","074158","074175","074176","074177",NA,NA,NA,NA,"1391","1391","1391","1391","1403","1403","1391","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","074185",146,"1412",9,2048,0,"074169","074171","074622","074623","074624","074633",NA,NA,NA,NA,NA,NA,NA,"1400","1412","1400","1412","1412","1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","074156",125,"1403",21,2071,0,"074128","074129","074155","074157","074158","074159",NA,NA,NA,NA,NA,NA,NA,"1391","1391","1391","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","074157",60,"1403",21,2071,0,"074129","074156","074158","074159","074160",NA,NA,NA,NA,NA,NA,NA,NA,"1391","1403","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","074158",67,"1403",21,2071,0,"074155","074156","074157","074159","074176","074177",NA,NA,NA,NA,NA,NA,NA,"1391","1403","1403","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","074159",51,"1403",21,2071,0,"074156","074157","074158","074160","074177",NA,NA,NA,NA,NA,NA,NA,NA,"1403","1403","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","074160",232,"1403",21,2071,0,"072624","074102","074129","074157","074159","074161","074177","074208","074220","074221",NA,NA,NA,"1401","1414","1391","1403","1403","1408","1403","1403","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","074161",195,"1408",6,2292,0,"072624","074102","074129","074130","074131","074160","074162","074179","074209","074221","074222","074223","074603","1401","1414","1391","1394","1394","1403","1408","1408","1408","1404","1416","1416","1414",NA,NA,NA,NA,NA,NA
"888","074162",252,"1408",6,2292,0,"074131","074132","074161","074179","074608","074609",NA,NA,NA,NA,NA,NA,NA,"1394","1394","1408","1408","1394","1408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","074169",124,"1400",10,2047,0,"074144","074145","074185","074171","074622","074623","074626","074627","074633",NA,NA,NA,NA,"1400","1406","1412","1412","1400","1412","1400","1400","1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","074171",117,"1412",9,2048,0,"074185","074169","074633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1412","1400","1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","074174",86,"1391",13,2375,0,"073629","074153","074154","074175",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1391","1391","1391","1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","074175",124,"1391",13,2375,0,"074154","074155","074174","074176","074188",NA,NA,NA,NA,NA,NA,NA,NA,"1391","1391","1391","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","074176",67,"1403",21,2071,0,"074154","074155","074158","074175","074177","074178","074188","074189",NA,NA,NA,NA,NA,"1391","1391","1403","1391","1403","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","074177",126,"1403",21,2071,0,"074155","074158","074159","074160","074176","074178","074190","074191",NA,NA,NA,NA,NA,"1391","1403","1403","1403","1403","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","074178",81,"1403",21,2071,0,"074176","074177","074188","074189","074190","074191",NA,NA,NA,NA,NA,NA,NA,"1403","1403","1403","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","074179",147,"1408",6,2292,0,"074161","074162","074209","074608","074609",NA,NA,NA,NA,NA,NA,NA,NA,"1408","1408","1408","1394","1408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","074219",117,"1403",21,2071,0,"074206","074207","074208","074218","074220","074241","074242","074243",NA,NA,NA,NA,NA,"1403","1403","1403","1403","1404","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","074188",114,"1403",21,2071,0,"074175","074176","074178","074189","074204","074205",NA,NA,NA,NA,NA,NA,NA,"1391","1403","1403","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","074189",51,"1403",21,2071,0,"074176","074178","074188","074190","074204","074205","074206",NA,NA,NA,NA,NA,NA,"1403","1403","1403","1403","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","074190",73,"1403",21,2071,0,"074177","074178","074189","074191","074205","074206","074207",NA,NA,NA,NA,NA,NA,"1403","1403","1403","1403","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","074191",81,"1403",21,2071,0,"074177","074178","074190","074206","074207","074208",NA,NA,NA,NA,NA,NA,NA,"1403","1403","1403","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","074199",112,"1390",10,2189,0,"074201","074202","074625","074633","074634","074635",NA,NA,NA,NA,NA,NA,NA,"1390","1390","1390","1417","1417","1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","074200",146,"1390",10,2189,0,"074201","074212","074213","074214","074623","074624","074625",NA,NA,NA,NA,NA,NA,"1390","1412","1390","1390","1412","1412","1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","074201",80,"1390",10,2189,0,"074199","074200","074202","074213","074214","074215","074635",NA,NA,NA,NA,NA,NA,"1390","1390","1390","1390","1390","1390","1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","074202",40,"1390",10,2189,0,"074199","074201","074214","074215","074634","074635",NA,NA,NA,NA,NA,NA,NA,"1390","1390","1390","1390","1417","1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","074204",108,"1403",21,2071,0,"074188","074189","074205","074216","074217",NA,NA,NA,NA,NA,NA,NA,NA,"1403","1403","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","074205",78,"1403",21,2071,0,"074188","074189","074190","074204","074206","074216","074217","074218",NA,NA,NA,NA,NA,"1403","1403","1403","1403","1403","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","074206",90,"1403",21,2071,0,"074219","074189","074190","074191","074205","074207","074217","074218",NA,NA,NA,NA,NA,"1403","1403","1403","1403","1403","1403","1403","1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","074207",110,"1403",21,2071,0,"074219","074190","074191","074206","074208","074218","074220",NA,NA,NA,NA,NA,NA,"1403","1403","1403","1403","1403","1403","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","074208",179,"1403",21,2071,0,"074160","074219","074191","074207","074220","074221",NA,NA,NA,NA,NA,NA,NA,"1403","1403","1403","1403","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","074209",272,"1408",6,2292,0,"074161","074179","074222","074223","074609","074610","074611","074620",NA,NA,NA,NA,NA,"1408","1408","1416","1416","1408","1408","1398","1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","074211",111,"1412",9,2048,0,"074212","074229","074230","074233","074622","074623","074627","074636",NA,NA,NA,NA,NA,"1412","1412","1412","1416","1400","1412","1400","1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","074212",142,"1412",9,2048,0,"074200","074211","074213","074229","074230","074231","074623",NA,NA,NA,NA,NA,NA,"1390","1412","1390","1412","1412","1412","1412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","074213",55,"1390",10,2189,0,"074200","074201","074212","074214","074231","074237","074623",NA,NA,NA,NA,NA,NA,"1390","1390","1412","1390","1412","1416","1412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","074214",117,"1390",10,2189,0,"074200","074201","074202","074213","074215","074231","074237","074238","074258",NA,NA,NA,NA,"1390","1390","1390","1390","1390","1412","1416","1390","1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","074215",140,"1390",10,2189,0,"074201","074202","074214","074238","074259","074299","074635",NA,NA,NA,NA,NA,NA,"1390","1390","1390","1390","1399","1399","1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","074216",79,"1403",21,2071,0,"074204","074205","074217","074239","074240",NA,NA,NA,NA,NA,NA,NA,NA,"1403","1403","1403","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
